,name,label,text
9265,Ses05M_script01_3_M029,sad,I know it's it's just a little thing but that's just the kind of guys I had.  They didn't die.  They killed themselves for each other.
9266,Ses05M_script01_3_M030,sad,"I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down."
9267,Ses05M_script01_3_M031,xxx,"Everything was being destroyed see, but I felt like something new was being created at the same time.  Like it kind of -- responsibility.  You know, man to man.  Do you understand what I'm saying?"
9268,Ses05M_script01_3_M032,xxx,"And and to see that again, to to bring that back on the earth again, like- like a monument that that would stand behind these men and and and it would make a difference to them."
9269,Ses05M_script01_3_M033,sad,It was and then I went home.  And it was incredible.  It didn't have any meaning there.
9270,Ses05M_script01_3_M034,xxx,"I mean, the whole thing was like some kind of bus accident to them."
9271,Ses05M_script01_3_M035,xxx,So I went back to work for my dad and that whole rat race again.
9272,Ses05M_script01_3_M036,sad,"I felt what you said, ashamed somehow because nobody had changed at all."
9273,Ses05M_script01_3_M037,fru,"It seemed to make suckers out of so many guys.  And I-I felt wrong to be alive; to to open that bank book, to to drive that car, the new car, and look at that new refrigerator. I mean,"
9274,Ses05M_script01_3_M038,fru,"you can take those things out of the war, but if you're gonna drive that car you've got to know that that came from the love a man can have from a man. And you've got to be a little bit better because of that.  Because if you're not, then it's all just loot and there's blood on it and I didn't want any of it."
9275,Ses05M_script01_3_M039,sad,And I guess that included you.
9276,Ses05M_script01_3_F024,sad,Do you still feel like that?
9277,Ses05M_script01_3_M040,sad,"I want you now, Annie."
9278,Ses05M_script01_3_F025,sad,"Because you can't feel like that anymore, Chris.  Because everything you have, you have a right to, me included."
9279,Ses05M_script01_3_F026,xxx,"And you father, he put hundreds of planes in the air and you should be proud.  A man should be paid for that."
9280,Ses05M_script01_3_M041,exc,"Oh, Annie,"
9281,Ses05M_script01_3_F027,hap,[LAUGHTER] What will I do with a fortune?
9282,Ses05M_script01_3_M042,hap,Annie I am going to make you a fortune.
9283,Ses05M_impro06_F000,xxx,"Ryan, what's wrong?"
9284,Ses05M_impro06_M000,sad,I just got some bad news.
9285,Ses05M_impro06_F001,xxx,What?
9286,Ses05M_impro06_M001,sad,"My friend, Shotty, passed away."
9287,Ses05M_impro06_F002,sad,"Oh, I'm so sorry"
9288,Ses05M_impro06_M002,sad,"The end, he's been sick for awhile.  He had cancer."
9289,Ses05M_impro06_F003,sad,"Oh, my gosh."
9290,Ses05M_impro06_M003,sad,"Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything."
9291,Ses05M_impro06_M004,sad,"You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna --"
9292,Ses05M_impro06_M005,sad,"he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life."
9293,Ses05M_impro06_F004,sad,What did he do?
9294,Ses05M_impro06_M006,sad,"He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was --"
9295,Ses05M_impro06_M007,sad,"he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life."
9296,Ses05M_impro06_M008,sad,And he's gone now and I  -- I just can't believe it.
9297,Ses05M_impro06_F005,sad,Yeah.  I'm so sorry.
9298,Ses05M_impro06_M009,sad,"I mean, one second you think, you know, you're just having a conversation and then --"
9299,Ses05M_impro06_M010,sad,"you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time."
9300,Ses05M_impro06_F006,sad,You guys have been-
9301,Ses05M_impro06_M011,sad,"And now I don't have that person anymore, you know.  And it's -- -- it's just, you."
9302,Ses05M_impro06_M012,sad,"You think that things get easier, you know, as you as you get older and you -"
9303,Ses05M_impro06_M013,sad,"and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's-"
9304,Ses05M_impro06_F007,sad,I'm sorry. I-
9305,Ses05M_impro06_M014,sad,"You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know?"
9306,Ses05M_impro06_M015,xxx,"And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point?"
9307,Ses05M_impro06_M016,xxx,"All the best people die, all the bad people live and they make life shitty for you anyway."
9308,Ses05M_impro06_F008,sad,"Wow, Ryan I know that you are hurting right now but I don't think you always feel like that."
9309,Ses05M_impro06_M017,sad,"No, you're right.  I don't.  You're right."
9310,Ses05M_impro06_M018,sad,"Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it."
9311,Ses05M_impro06_F009,sad,Yeah. I understand.  I think it's really healthy to grieve.
9312,Ses05M_impro06_M019,sad,I just miss him.
9313,Ses05M_impro06_F010,sad,If there's anything I can do to be there for you.
9314,Ses05M_impro06_M020,sad,Thanks.
9315,Ses05M_impro02_F000,xxx,What is it?
9316,Ses05M_impro02_M000,sad,"Sweetheart, I've got to tell you something.  I just got a call.  I'm going to Iraq."
9317,Ses05M_impro02_F001,sur,What?
9318,Ses05M_impro02_M001,sad,"I know it's really crappy timing, but I don't have a choice."
9319,Ses05M_impro02_F002,fea,"What?  No, you can't!"
9320,Ses05M_impro02_M002,xxx,I know. I have to go-
9321,Ses05M_impro02_F003,fea,You didn't- Did you tell them you have two young children at home?
9322,Ses05M_impro02_M003,xxx,"You think they'd listen to me?  No.  Of course, I told them that."
9323,Ses05M_impro02_F004,xxx,And they didn't care?
9324,Ses05M_impro02_M004,xxx,No.
9325,Ses05M_impro02_M005,xxx,I don't know what to do.  I'm - Sorry
9326,Ses05M_impro02_F005,xxx,They can't do that to you.
9327,Ses05M_impro02_M006,xxx,I know.
9328,Ses05M_impro02_M007,sad,"I don't have a choice.  I have to go.  If I don't go, they'll come and take me."
9329,Ses05M_impro02_F006,fru,"No, we have- There's got to be something you can do.  You can't go."
9330,Ses05M_impro02_M008,fru,I've tried everything.  I've called everyone I know.  I've tried everything. No one can do anything for me or they won't do anything for me.
9331,Ses05M_impro02_F007,xxx,How long do you have to go for?
9332,Ses05M_impro02_M009,xxx,At least a year.
9333,Ses05M_impro02_F008,sur,What?
9334,Ses05M_impro02_M010,sad,I know.
9335,Ses05M_impro02_M011,sad,I don't want to -- the kids.  You've got to take care of them.  You've got- you've got to-
9336,Ses05M_impro02_M012,sad,"tell them about me and show them pictures of me and everything like that, because they are not going to see me for such a long time.  And it's such an important time and I just don't want to miss it."
9337,Ses05M_impro02_F009,fru,There's got to be something we can do.  You can't just go.
9338,Ses05M_impro02_M013,sad,I don't have -- I know.  What are we gonna- What are we- just run away?  What can I do?  Where can we go?
9339,Ses05M_impro02_F010,fru,Why don't we do that- Can we- Can we just leave the country?
9340,Ses05M_impro02_M014,xxx,Where are we gonna go?
9341,Ses05M_impro02_M015,xxx,Where are we gonna go?
9342,Ses05M_impro02_F011,xxx,I don't know.
9343,Ses05M_impro02_M016,xxx,They'll find me anyway.  You know they will.
9344,Ses05M_impro02_F012,neu,What would be the worst that would happen if they found you somewhere else?
9345,Ses05M_impro02_M017,fru,"They'd put me in jail and then how long- when will I get to see the kids?  What, ten years?  I don't know."
9346,Ses05M_impro02_F013,sad,"Well, they're so young."
9347,Ses05M_impro02_M018,sad,I know.  But I'll-I'll send the pictures all the time and I'll write them emails and you can read them the emails that I send them.
9348,Ses05M_impro02_F014,xxx,Where are you gonna be stationed?  What are you gonna be doing?
9349,Ses05M_impro02_M019,sad,"I'm gonna be in Bagdad, just doing security."
9350,Ses05M_impro02_F015,fea,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?"
9351,Ses05M_impro02_M020,xxx,"Yeah, it's gonna be everything.  I'm gonna be in the front.  I'll be -- it's not gonna be safe."
9352,Ses05M_impro02_F016,fea,"Oh, my God."
9353,Ses05M_impro02_M021,sad,I just want to be honest with you.  I don't want you to .
9354,Ses05M_impro02_M022,sad,"but, it's gonna be fine.  I'm gonna be fine.  You know I'm good at this.  I can do this.  That's why I trained all this time.  I'm good at this.  Okay?"
9355,Ses05M_impro02_F017,fea,But so many people have died.
9356,Ses05M_impro02_M023,sad,"I know.  I know.  I know.  But, you know what?  That doesn't mean it's gonna be me; does it?"
9357,Ses05M_impro02_F018,xxx,"I know.  I know.  I know I know. You're good You're good at what you do, but there's just so much chance involved."
9358,Ses05M_impro02_M024,sad,No.  It doesn't.  And you can't think like that.
9359,Ses05M_impro02_F019,fea,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if"
9360,Ses05M_impro02_M025,sad,I don't want you to -- I know.  I know. You can't worry about me.  You've got to worry about the kids.  And you've got to take care of the kids for me.  Okay?  Take care of the kids for me; all right?
9361,Ses05M_impro02_M026,xxx,"And you know my mom's here.  She'll come over and she'll be with you all the time, whenever you need her."
9362,Ses05M_impro02_F020,sad,It's just so much.
9363,Ses05M_impro02_M027,sad,"I'll miss you, baby."
9364,Ses05M_impro02_F021,sad,[GARBAGE] You have to write me everyday.
9365,Ses05M_impro02_M028,sad,"All- I'll write you everyday, all the time.  And I'll send you pictures and you send me pictures. I know We've got email out there.  We've got email and I can see stuff and you can send me stuff all the time.  Okay?"
9366,Ses05M_impro02_F022,xxx,"Can I send you, like videos and stuff? What about when they start walking."
9367,Ses05M_impro02_M029,sad,yeah yeah yeah.
9368,Ses05M_impro02_M030,exc,You you record every second.  You record every second because I want to see it all.  Okay?
9369,Ses05M_impro02_M031,xxx,"If I don't get to see it now, I get to see it later at least, you know?  You've got to keep it all for me; all right?"
9370,Ses05M_impro02_F023,sad,okay.
9371,Ses05M_impro02_M032,xxx,I love you.  Okay?
9372,Ses05M_impro02_F024,sad,[GARBAGE]
9373,Ses05M_script02_2_M000,exc,"Well, so, what do you think?"
9374,Ses05M_script02_2_F000,neu,About what?
9375,Ses05M_script02_2_M001,exc,What I was just saying.
9376,Ses05M_script02_2_F001,neu,It's ridiculous.
9377,Ses05M_script02_2_M002,fru,It certainly is not.  It's slightly exaggerated scientific fact.
9378,Ses05M_script02_2_F002,xxx,It's P.R. somebody sold you a bill of goods that this magical thing would be happening on the beach.
9379,Ses05M_script02_2_M003,xxx,"I'm not the only one, look at all these people."
9380,Ses05M_script02_2_F003,xxx,"Sure.  Everybody is told the same thing, it keeps us all excited.  It keeps us all coming back for more.  It keeps us thinking that life is gonna start now any minute if we can just find the right spot and get in on the action."
9381,Ses05M_script02_2_M004,xxx,Are we talking about the same thing?
9382,Ses05M_script02_2_F004,fru,"I'm sorry.  It's just, it's it's just fish to me."
9383,Ses05M_script02_2_M005,neu,"uh, Carla Can I ask you a question?  no, don't get upset, but are you having your period?"
9384,Ses05M_script02_2_F005,ang,"God damn it, Augie.  Seriously, you always ask me that.  Why do you ask me that?  I hate it.  It's so insulting."
9385,Ses05M_script02_2_M006,fru,What's bugging you then?
9386,Ses05M_script02_2_F006,fru,I just - We just have different ideas of what this night is suppose to look like.
9387,Ses05M_script02_2_M007,fru,"It's not that complicated.  We come down here, the grunions arrive, they do their little fish thing.  We say ooh, awe, look at the little fish.  And then they go home and we go home."
9388,Ses05M_script02_2_F007,xxx,"For God's sake, Augie.  It's- Grow up, we're not going to see the grunion."
9389,Ses05M_script02_2_M008,xxx,Why not?
9390,Ses05M_script02_2_F008,fru,We We don't ever.  Have we ever?
9391,Ses05M_script02_2_M009,fru,We've missed them twice.  That's hardly ever.
9392,Ses05M_script02_2_F009,ang,"Twice is every time we've tried, that's ever"
9393,Ses05M_script02_2_M010,xxx,"Well, we'll see them this year."
9394,Ses05M_script02_2_F010,ang,"No, we won't.  It's like waiting up for Santa Clause or something.  I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up.  And the fish will not show up."
9395,Ses05M_script02_2_M011,fru,"Okey, They're just fish.  It's nothing to get traumatized over."
9396,Ses05M_script02_2_F011,fru,You don't understand anything I am saying.
9397,Ses05M_script02_2_M012,fru,"No, of course not."
9398,Ses05M_script02_2_F012,sad,I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.
9399,Ses05M_script02_2_M013,fru,"I'm trying to work this backwards.  But I can't seem to pinpoint the time where everything went wrong here.  Okay, so --"
9400,Ses05M_script02_2_M014,fru,"you were fine on the phone call with Marge, eating dinner was fine,talking- uh washing the dishes, no problem.  All right.  So, I'm taking a shower, you're watching TV, the news and you say the grunions are running tonight and I say, Great, let's go.  I'm feeling lucky.  And so, all right, and I'm putting on my coat, I'm putting out the animals, I'm pulling the car out of the garage."
9401,Ses05M_script02_2_F013,sad,Do you remember the first time that we came to see the grunion?  It was about four years ago right after we got married.  We thought I was pregnant.  We had a bottle of champagne and no glasses.  You asked me to dance.  We took off our shoes.  And while we were dancing you said the most intimate things to me right in my ear so I could feel them as much as hear them.
9402,Ses05M_script02_2_F014,sad,"And I remember thinking to myself, finally.  I am as happy as I am supposed to be."
9403,Ses05M_script02_2_M015,xxx,Wait a minute.  I've got it.
9404,Ses05M_script02_2_F015,sad,"Dancing barefoot in the sand, drinking champagne out of the bottle."
9405,Ses05M_script02_2_M016,neu,"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's stop and get champagne. and I said that times a wasting or something like that, right?  You wanted it to be like it was before, right?"
9406,Ses05M_script02_2_F016,sad,I would rather not remember some things.  I'd rather not hope for something.
9407,Ses05M_script02_2_M017,xxx,"Okay.  All right No problem.  I totally understand. okey  um, listen.  Do you want to dance?"
9408,Ses05M_script02_2_F017,sad,No.
9409,Ses05M_script02_2_M018,xxx,Do you want me to go get some champagne?
9410,Ses05M_script02_2_F018,sad,No.
9411,Ses05M_script02_2_M019,xxx,Take off our shoes?
9412,Ses05M_script02_2_F019,sad,No.
9413,Ses05M_script02_2_M020,fru,"What, you want me to blow in your ear?"
9414,Ses05M_script02_2_F020,xxx,[LAUGHTER] No.
9415,Ses05M_script02_2_M021,fru,"Do you want to get married again?- What?  What, do you want a divorce?"
9416,Ses05M_script02_2_F021,xxx,No.
9417,Ses05M_script02_2_M022,fru,A vacation?
9418,Ses05M_script02_2_F022,sad,No.
9419,Ses05M_script02_2_M023,fru,"A poodle, a backrub, a spa, a suicide pack?  What, Carla, what the hell do you want?"
9420,Ses05M_script02_2_F023,sad,I just want- I just want things to turn out the way they are supposed to.
9421,Ses05M_script02_2_M024,ang,"Well, welcome to the human race.  Do you think this is what I had planned?  Do you think that when I proposed that I had this great fantasy going that four years down the road we would end up arguing on the beach over some fish?"
9422,Ses05M_script02_2_M025,ang,"Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska?  No.  No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come.  And the bills would magically pay themselves.  And we'd have three fat rosy kids.  But, ha ha, baby, the jokes on us!"
9423,Ses05M_script02_2_M026,ang,"Because you know what you get, Carla?  You know what you get?  This."
9424,Ses05M_script02_2_F024,xxx,This?  What is this?  This isn't even anything.
9425,Ses05M_script02_2_M027,xxx,"Yes, it is."
9426,Ses05M_script02_2_F025,xxx,"Sure, this is standing on the beach.  This is waiting.  This is fighting."
9427,Ses05M_script02_2_M028,fru,Right.
9428,Ses05M_script02_2_F026,sad,But this isn't at all what I wanted it to be.
9429,Ses05M_script02_2_M029,sad,"Now, I know.  Me either"
9430,Ses05M_script02_2_F027,sad,"This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?"
9431,Ses05M_script02_2_M030,sad,I'm trying the best I can.
9432,Ses05M_script02_2_F028,sad,"I know that, Augie.  I do.  I know that. And and I know that this meant a lot to you and and it's special, you know, with the sand and the moon but."
9433,Ses05M_script02_2_F029,sad,But I just couldn't help thinking about being somewhere else.
9434,Ses05M_script02_2_M031,sad,"Maybe if you're with somebody else, too?"
9435,Ses05M_script02_2_F030,sad,I didn't say that.
9436,Ses05M_script02_2_M032,sad,"No, I know.  But I know I don't make you happy."
9437,Ses05M_script02_2_F031,sad,"For heavens sake, Augie, whatever I am doing, I'd rather it be with you."
9438,Ses05M_script02_2_M033,sur,Really?
9439,Ses05M_script02_2_F032,sad,"Yes.  Don't you know that? I mean, You're probably the one you wishes you were with somebody else, somebody who didn't take everything so hard and who knew how to enjoy herself."
9440,Ses05M_script02_2_M034,hap,"Actually, now that you mention it, no.  I don't."
9441,Ses05M_script02_2_F033,xxx,"Okay.  Well, we're in the wrong spot but we're with the right person."
9442,Ses05M_script02_2_M035,hap,"I don't know.  I think this is a pretty good spot.  I mean, look at the view of the moon from here."
9443,Ses05M_script02_2_F034,hap,"Yes, I did notice that.  It does look really beautiful over the water.  Big old white moon."
9444,Ses05M_script02_2_M036,hap,"Oh, well look what we've got here."
9445,Ses05M_script02_2_F035,xxx,"Augie, you brought refreshments."
9446,Ses05M_script02_2_M037,hap,"Well, it isn't champagne."
9447,Ses05M_script02_2_F036,xxx,"Well, then we don't need glasses."
9448,Ses05M_script02_2_M038,xxx,Are you still cold?  Still want to go home?
9449,Ses05M_script02_2_F037,hap,"No.  I'm beginning to think you might be right. I think  this might be the spot after all.  Augie, I'm sorry."
9450,Ses05M_script02_2_M039,xxx,"Shh.  If we're really quiet, the fish might come."
9451,Ses05M_script02_2_F038,hap,Or not.
9452,Ses05M_script02_2_M040,hap,Or not.
9453,Ses05F_script01_2_F000,xxx,Why did you invite her here?
9454,Ses05F_script01_2_M000,neu,Why does that bother you?
9455,Ses05F_script01_2_F001,neu,She's been in New York three and a half years.  Why all of the sudden?
9456,Ses05F_script01_2_M001,neu,Well maybe.  Maybe she just wanted to see her again.
9457,Ses05F_script01_2_F002,xxx,Nobody comes seven hundred miles just to see.
9458,Ses05F_script01_2_M002,neu,"What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you."
9459,Ses05F_script01_2_F003,xxx,He's not going to marry her.
9460,Ses05F_script01_2_M003,fru,How do you know he is even thinking about it?
9461,Ses05F_script01_2_F004,xxx,It's got that about it.
9462,Ses05F_script01_2_M004,fru,"Well, so what."
9463,Ses05F_script01_2_F005,fru,"What's going on here, Joe?"
9464,Ses05F_script01_2_M005,fru,"Now, listen, Kate, just-"
9465,Ses05F_script01_2_F006,ang,She's not his girl.  She knows she's not.
9466,Ses05F_script01_2_M006,xxx,You can't read her mind.
9467,Ses05F_script01_2_F007,fru,"She's . . . Then why is she still single.  New York is full of men, why isn't she married?  Probably a hundred people told her she's foolish, but she's waited."
9468,Ses05F_script01_2_M007,fru,How do you know why she's waited?
9469,Ses05F_script01_2_F008,fru,Because she knows what I know - she's faithful as a rock and my worst moments I think of her waiting and I know again that I'm right.
9470,Ses05F_script01_2_M008,fru,Look.  It's a nice day.  Why are we arguing?
9471,Ses05F_script01_2_F009,fru,"Nobody in her- this house dares shake her faith.  Strangers might, but not his father, and not his brother."
9472,Ses05F_script01_2_M009,fru,What do you want me to do? What do you want--
9473,Ses05F_script01_2_F010,ang,I want you to pretend like he's coming back!
9474,Ses05F_script01_2_M010,fru,"But, Kate..."
9475,Ses05F_script01_2_F011,ang,"Because if he's not coming back, then I'll kill myself."
9476,Ses05F_script01_2_M011,fru,[LAUGHTER]
9477,Ses05F_script01_2_F012,ang,"Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?"
9478,Ses05F_script01_2_M012,fru,Calm yourself.
9479,Ses05F_script01_2_F013,xxx,"Believe with me, Joe.  I can't stand alone."
9480,Ses05F_script01_2_M013,fru,Calm yourself!
9481,Ses05F_script01_2_F014,ang,"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself."
9482,Ses05F_script01_2_M014,fru,"All right, all right.  Calm yourself."
9483,Ses05F_script01_2_F015,xxx,"You above all, have got to believe, Joe."
9484,Ses05F_script01_2_M015,xxx,"Why me, above all?"
9485,Ses05F_script01_2_F016,sad,You've got to believe. You've got to--
9486,Ses05F_script01_2_M016,ang,What do you mean me above all?  Look at you.  You're shaking!
9487,Ses05F_script01_2_F017,ang,I can't help it!
9488,Ses05F_script01_2_M017,ang,"What have I got to hide?  What the hell is the matter with you, Kate?"
9489,Ses05M_script01_2_F000,xxx,Why did you invite her here?
9490,Ses05M_script01_2_M000,neu,Why does that bother you?
9491,Ses05M_script01_2_F001,xxx,"She's been in New York three and a half years, why all of a sudden?"
9492,Ses05M_script01_2_M001,neu,"Well, maybe maybe he just wanted to see her again."
9493,Ses05M_script01_2_F002,neu,Nobody comes seven hundred miles just to see.
9494,Ses05M_script01_2_M002,fru,"What are you talking about?  He grew up next to the girl his whole life, why wouldn't he want to see her again?  Don't look at me like that.  He hasn't told me anything he didn't told you."
9495,Ses05M_script01_2_F003,xxx,He's not going to marry her.
9496,Ses05M_script01_2_M003,neu,Why do you think he's even thinking that?
9497,Ses05M_script01_2_F004,neu,He's got that about it.
9498,Ses05M_script01_2_M004,fru,"Well, so what?"
9499,Ses05M_script01_2_F005,ang,"What's going on here, Joe?"
9500,Ses05M_script01_2_M005,fru,Now listen.
9501,Ses05M_script01_2_F006,xxx,"No.  She's not his girl, Joe.  She knows she's not."
9502,Ses05M_script01_2_M006,xxx,You don't know.  You can't read her mind.
9503,Ses05M_script01_2_F007,xxx,"Then why is she still single? I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's foolish but she's waited."
9504,Ses05M_script01_2_M007,fru,How do you know why she's waited?
9505,Ses05M_script01_2_F008,xxx,"Because she knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right."
9506,Ses05M_script01_2_M008,fru,"Look, it's a beautiful day outside, why are we arguing?"
9507,Ses05M_script01_2_F009,xxx,"Nobody in this house dares takes her faith away, Joe.  Strangers might, but not his father, not his brother."
9508,Ses05M_script01_2_M009,fru,"Well, what do you want me to do about it?  What do you want?"
9509,Ses05M_script01_2_F010,fru,"I want you to pretend like he's coming back.  Both of you, don't think I haven't noticed you and Chris since she's gotten here.  I don't want any nonsense."
9510,Ses05M_script01_2_M010,fru,But Kate?
9511,Ses05M_script01_2_F011,fru,"No, because if she- he's not coming back then I'll kill myself. Laugh!  Laugh at me!"
9512,Ses05M_script01_2_F012,xxx,But why did that happen the very night she came back?  She goes to sleep in his bed and his memorial breaks in pieces.  Look at it.
9513,Ses05M_script01_2_M011,fru,Calm yourself.
9514,Ses05M_script01_2_F013,xxx,"Believe with me, Joe.  I can't stand alone."
9515,Ses05M_script01_2_M012,fru,Calm yourself.
9516,Ses05M_script01_2_F014,fru,Only last week a man turned up in Detroit missing longer than Larry.  You read it yourself.
9517,Ses05M_script01_2_M013,fru,All right.  All right.
9518,Ses05M_script01_2_F015,ang,You above all have got to believe.
9519,Ses05M_script01_2_M014,xxx,"What do you mean, me above all?"
9520,Ses05M_script01_2_F016,xxx,Just don't stop believing.
9521,Ses05M_script01_2_M015,ang,"What's that suppose to mean, me above all?  Look at you, you're shaking."
9522,Ses05M_script01_2_F017,ang,I can't help it.
9523,Ses05M_script01_2_M016,ang,"What have I got to hide, Kate?  What the hell is the matter with you?"
9524,Ses05M_script03_2_M000,xxx,Come to think of it the real cause of that roue was Peter Burden.
9525,Ses05M_script03_2_F000,xxx,Oh You knew there was nothing in that.
9526,Ses05M_script03_2_M001,xxx,I knew nothing of the sort.  You accepted presents from him.
9527,Ses05M_script03_2_F001,neu,Only a trivial little broach.
9528,Ses05M_script03_2_M002,xxx,"I remember it well, covered in diamonds and the worst possible taste."
9529,Ses05M_script03_2_F002,neu,Not at all.  I quite like it.  I wear it often.
9530,Ses05M_script03_2_M003,xxx,You went out of your way to torture me over Peter Burden.
9531,Ses05M_script03_2_F003,fru,"[garbage], No, I didn't.  You worked the whole thing up in your jealous imagination."
9532,Ses05M_script03_2_M004,fru,You must admit that he was in love with you. wasn't he?
9533,Ses05M_script03_2_F004,neu,"Oh, maybe a little.  Nothing serious."
9534,Ses05M_script03_2_M005,fru,He let him kiss you.  You said you did.
9535,Ses05M_script03_2_F005,neu,"Well, what of it."
9536,Ses05M_script03_2_M006,xxx,what of it?
9537,Ses05M_script03_2_F006,neu,Well it gave him a lot of pleasure and it didn't hurt me.
9538,Ses05M_script03_2_M007,xxx,What about me?
9539,Ses05M_script03_2_F007,xxx,"Well, if you hadn't been so nosey and suspicious you never would have known about it."
9540,Ses05M_script03_2_M008,ang,"Well, that's a nice point of view I must say."
9541,Ses05M_script03_2_F008,fru,I'm getting very bored with this conversation.
9542,Ses05M_script03_2_M009,ang,"Me, too, bored stiff."
9543,Ses05M_script03_2_M010,neu,Do you want some brandy?
9544,Ses05M_script03_2_F009,neu,No thanks.
9545,Ses05M_script03_2_M011,neu,I think I'll have a little.
9546,Ses05M_script03_2_F010,xxx,I don't see why you want it; you've already had two glasses.
9547,Ses05M_script03_2_M012,xxx,"No particular reason.  Besides, they were little ones."
9548,Ses05M_script03_2_F011,xxx,"Well, it seems silly to go on and on with such a thing."
9549,Ses05M_script03_2_M013,xxx,You can hardly say- You can hardly call three little liquor glasses of brandy for the entire evening going on and on.
9550,Ses05M_script03_2_F012,neu,It's becoming a habit with you.
9551,Ses05M_script03_2_M014,xxx,You needn't be so grand simply because you don't happen to want me at the moment.
9552,Ses05M_script03_2_F013,fru,Don't be stupid.
9553,Ses05M_script03_2_M015,ang,"Amanda, really."
9554,Ses05M_script03_2_F014,xxx,What?
9555,Ses05M_script03_2_M016,fru,"Nothing.  Are you going out somewhere, darling?"
9556,Ses05M_script03_2_F015,neu,Just making myself fascinating for you.
9557,Ses05M_script03_2_M017,fru,"Um- Well, that reply has just broken my heart."
9558,Ses05M_script03_2_F016,xxx,"It's a woman's job to allure the man.  Watch me a moment, won't you?"
9559,Ses05M_script03_2_M018,xxx,"Oh, as a matter of fact, that's perfectly true."
9560,Ses05M_script03_2_F017,ang,"No, it isn't."
9561,Ses05M_script03_2_M019,xxx,"Yes, it is."
9562,Ses05M_script03_2_F018,ang,"No, it it is not, be quiet."
9563,Ses05M_script03_2_M020,ang,It's a pity you didn't have a little bit more brandy.  It might have made you a little less disagreeable.
9564,Ses05M_script03_2_F019,xxx,"hum, It doesn't seem to have worked such wonders with you."
9565,Ses05M_script03_2_M021,xxx,"oh, Snap, snap, snap.  Like a little Adder."
9566,Ses05M_script03_2_F020,xxx,"Adders don't snap, they sting."
9567,Ses05M_script03_2_M022,fru,"Nonsense, they've got a little bag of venom behind their fangs and they snap!"
9568,Ses05M_script03_2_F021,fru,They sting.
9569,Ses05M_script03_2_M023,ang,They snap.
9570,Ses05M_script03_2_F022,xxx,"Okay, I don't care if they roll about like hoops and bark, okay?"
9571,Ses05M_script03_2_M024,neu,"So, did you see much of Peter Burden after the divorce?"
9572,Ses05M_script03_2_F023,neu,"Yes, I did quite a lot."
9573,Ses05M_script03_2_M025,ang,"You must have let him kiss you quite a good deal more then, huh?"
9574,Ses05M_script03_2_F024,xxx,[LAUGHTER] Mind your own business.
9575,Ses05M_script03_2_M026,ang,"I'm sure you had a riotous time, no restrain at all, very enjoyable.  You never had much anyway."
9576,Ses05M_script03_2_F025,fru,You're quite insufferable.  I do imagine it's because you're drunk.
9577,Ses05M_script03_2_M027,ang,I am not the slightest bit drunk.
9578,Ses05M_script03_2_F026,neu,You always had a weak head.
9579,Ses05M_script03_2_M028,ang,I do believe that I have said already that I had three minuet liquor glasses of brandy in the entire evening.  A child of two couldn't get drunk of that.
9580,Ses05M_script03_2_F027,xxx,"Oh, no on the contrary, a child of two could get violently drunk on only one glass."
9581,Ses05M_script03_2_M029,ang,"Oh, really?  How about a child of three, or child of six, what about a child of nine?"
9582,Ses05M_script03_2_F028,ang,Not- Would you shut up.
9583,Ses05M_script03_2_M030,ang,"You know, we could get a really good debate going on about this.  You know intemperate tots."
